STAID,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,GEOL_HUNT_DOM_DESC,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,RUNAVE7100,PPTAVG_BASIN,T_AVG_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,DIVISION.x,PROVINCE.x,SECTION.x,STANAME,DRAIN_SQKM.x,LAT_GAGE.x,LNG_GAGE.x,STATE.x,geometry.x,HGA,HGB,HGAD,HGC,HGD,HGAC,HGBD,HGCD,HGBC,HGVAR,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,X26,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,RIP100_12,RIP100_21,RIP100_22,RIP100_23,RIP100_24,RIP100_31,RIP100_41,RIP100_42,RIP100_43,RIP100_52,RIP100_71,RIP100_81,RIP100_82,RIP100_90,RIP100_95,Flashiness,Mean.x,NinetiethP.x,TenthP.x,gauge_id,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,ParentMaterial,RestrictDepth,PercentResid,VarB,aridity,runoff_ratio,slope_fdc,stream_elas,...1,Mean.y,Median,StandardDeviation,IQR,TenthP.y,NinetiethP.y,Count,DIVISION.y,PROVINCE.y,SECTION.y,station_nm,DRAIN_SQKM.y,huc_cd,LAT_GAGE.y,LNG_GAGE.y,STATE.y,alt_va,geometry.y
01632900,sedimentary,100,"Red clay, massive clay that is generally kaolinitic",0.4,3,1.6,0.15,45.2,1.8,4.8,11.87,174.8,321.3,100.85,11.62,713.3,13.6,0.087,1.73,38.542028,-78.728976,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"SMITH CREEK NEAR NEW MARKET, VA",245.0484,38.69345,-78.642794,VA,"c(-78.6427935292979, 38.6934501593974)",0.1,52.98,0,40.26,5.77,0,0.89,0,0,0,0.12,3.16,1.38,0.42,5.87,41.78,80.81,59.48,75.26,40.95,35.88,23.16,0.29,109.32,NA,424.8,992,272,398,117.4,275,0.212,0.175,9.8,302.7,0.54,-0.842,8.77,45.41,45.74,0.06,0,4.86,3,0.68,0.23,0.01,36.61,7.01,1.8,0,0,42.79,2.95,0,0,7.06,34.99,57.89,0.06,0,5.1,1.76,0.19,0.01,0,21.01,11.81,2.17,0,0,55.46,2.43,0,0,0.30466864357643986,0.766739696190639,1.54779627208339,0.14978673600807,1632900,1.059431525,1.070743027,0.449471372,0.731771063,0.485563887,29.70917648,34.11035139,36.05837118,0,0,0,Carbonate sedimentary rocks,0.600787375,Siliciclastic sedimentary rocks,0.390739777,0.600787375,0.118,-12.9503,Residuum,91,0.798392765966888,0.32099378184087396,0.891584987779941,0.27481863878643,1.47637689693793,2.65813269814611,27,76.7831368075203,40.6,151.564414378763,60,15,155,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"SMITH CREEK NEAR NEW MARKET, VA",245.0484,02070006,38.69345,-78.642794,VA,880.84,"c(1487255.3143, 1876748.2988)"
01634500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.86,4,1.53,0.11,42.8,2,2.5,10.88,82.4,317.3,101.97,10.91,682.8,14.5,0.077,1.52,39.068827,-78.450023,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"CEDAR CREEK NEAR WINCHESTER, VA",263.9817,39.081218,-78.329449,VA,"c(-78.3294486096656, 39.08121762959)",0,34.55,0,40.62,7.47,0,17.35,0,0,0,0.1,4.44,1.38,0.71,5.47,35.7,64.77,39.95,57.92,20.4,48.11,31.49,0.23,108.77,NA,418.4,949,206,354,156.4,216,0.286,0.199,14.9,109.2,-0.33,0.944,3.77,87.79,8.13,0.1,0,3.69,0.08,0,0,0.04,77.95,4.85,4.99,0,0.16,7.95,0.18,0,0.01,6.75,82.46,10.34,0.36,0,6.6,0.13,0.02,0,0.01,73.84,4.28,4.34,0,0.07,10.14,0.19,0,0.01,0.4263230852355053,0.976125251631098,2.08565593751385,0.101965401389566,1634500,0.901960784,0.843774247,0.442908685,1.390160125,0.361422926,39.03887329,43.02184028,17.98949993,0,0,0,Siliciclastic sedimentary rocks,0.763323565,Mixed sedimentary rocks,0.226186983,0.010489452,0.1807,-15.0288,Residuum,91,0.627772460285218,0.3973927188277968,0.847100213160832,0.332469035401879,1.49259367705532,2.88162335544957,28,105.304128867391,44.4,234.677503465277,85.2,11,225,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"CEDAR CREEK NEAR WINCHESTER, VA",263.9817,02070006,39.081218,-78.329449,VA,646.2,"c(1505762.0206, 1924409.1627)"
02011400,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.3,3,1.29,0.03,40.4,2.2,0.9,11.49,16.7,444.5,108.4,9.68,625.4,18.4,0.053,1.34,38.209815999999996,-79.718137,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"JACKSON RIVER NEAR BACOVA, VA",407.7162,38.042347,-79.881444,VA,"c(-79.8814439404854, 38.0423470702611)",0.26,53.84,0,33.79,9.42,0,2.68,0,0,0,0.1,5.53,1.4,0.53,5.68,37.82,70.26,41.05,62.29,22.77,42.23,35,0.22,121.54,NA,814.5,1327,505,808,150.4,529,0.377,0.369,18.9,247.4,-0.384,-0.923,4.63,80.89,14.34,0.03,0,4.47,0.14,0.01,0,0.03,75.74,4.45,0.71,0.02,0.05,13.98,0.36,0.02,0,13.92,53.21,32.54,0.15,0,13.66,0.24,0.02,0,0.03,44.69,6.93,1.59,0,0,32.11,0.43,0.16,0,0.3138393254077773,0.990477172518428,2.12461020680562,0.155804748499079,2011400,0.941269841,0.946663426,0.435315218,1.548787937,0.406893714,44.10107284,37.0101042,18.60652645,0,0,0.312907267,Siliciclastic sedimentary rocks,0.602931222,Mixed sedimentary rocks,0.388764827,0.007490792,0.1903,-14.6756,Residuum,68,0.688598338883691,0.3179507601121042,0.773300582733942,0.301920852489919,1.70320151945236,1.9942077424853,29,165.032116455234,85.1,279.231444676087,146,25.96,354,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"JACKSON RIVER NEAR BACOVA, VA",407.7162,02080201,38.042347,-79.881444,VA,1639.07,"c(1394499.545, 1786115.8192)"
02011460,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.36,2,1.12,0,39.6,1.9,0.4,10.61,11.9,444.5,112.42,8.62,586,21.1,0.056,1.6,38.338496,-79.721665,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"BACK CREEK NEAR SUNRISE, VA",156.3408,38.245401,-79.768663,VA,"c(-79.7686632793868, 38.2454012898377)",2.55,45.85,0,40.61,8.68,0,2.31,0,0,0,0.1,5.81,1.4,0.61,5.7,35.34,69.75,40.42,61.62,20.76,44.25,34.99,0.22,122.85,NA,941.5,1380,659,928,133.5,659,0.392,0.373,25.8,140.7,-0.774,0.633,3.33,85.12,11.11,0.05,0,3.31,0.01,0,0,0.06,81.6,2.22,1.3,0.02,0.03,11.04,0.07,0.11,0.17,10.23,58.94,27.52,0.54,0,10.09,0.1,0.04,0,0,50.49,5.36,3.09,0,0.05,27.35,0.17,1.11,1.62,0.4333571788412977,1.43261188178213,3.22425112318729,0.0892147155445028,2011460,0.905555556,0.882594956,0.436367418,1.643660613,0.371630204,43.49220745,38.62467612,16.74790629,0,0,1.197747926,Siliciclastic sedimentary rocks,0.907235232,Mixed sedimentary rocks,0.088540339,0,0.1663,-15.5249,Residuum,68,0.71506811167065,0.47315436960971086,0.739290828396299,0.428324970225943,1.78871138734071,1.63149965909414,30,91.5307264762252,43,185.448513639797,87,5.7,206,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"BACK CREEK NEAR SUNRISE, VA",156.3408,02080201,38.245401,-79.768663,VA,2199.81,"c(1400293.7246, 1810204.5815)"
02013000,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.97,4,1.56,0.02,44.3,2.1,3,10.88,13.7,446.3,105.39,10.8,665.6,14.4,0.066,1.45,37.749787,-80.185398,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"DUNLAP CREEK NEAR COVINGTON, VA",424.7766,37.802902,-80.047004,VA,"c(-80.0470043097011, 37.8029022292545)",0.68,49.59,0,35.18,8.54,0,6.01,0,0,0,0.1,5.48,1.39,0.57,5.75,36.3,68.21,39.89,60.69,21.78,43.02,35.2,0.22,115.36,NA,701.6,1159,397,706,139.6,403,0.4,0.406,21.3,92.7,-0.048,0.999,3.85,91.16,3.93,0.07,0,2.85,0.81,0.2,0,0.02,87.97,2.3,0.89,0.17,0.78,3.62,0.31,0,0.01,9.13,83.42,6.73,0.26,0,6.82,1.95,0.36,0,0,79.57,2.89,0.95,0.04,0.41,6.26,0.47,0,0.02,0.440988181021167,0.986817184494669,2.15103609756281,0.10369215253382599,2013000,0.945701357,0.923336632,0.436344844,1.488569026,0.395815158,43.38813702,37.52991431,18.79123478,0,0,0.226991391,Siliciclastic sedimentary rocks,0.845477711,Mixed sedimentary rocks,0.095278403,0.059243885,0.166,-15.1955,Residuum,69,0.766460744865669,0.3621602941925589,0.854849670874662,0.32178937423066,1.53626473175612,1.60109515532406,31,171.302349183171,67,370.372271275912,141,18,373.4,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"DUNLAP CREEK NEAR COVINGTON, VA",424.7766,02080201,37.802902,-80.047004,VA,1294.29,"c(1384795.5435, 1757238.7682)"
02014000,sedimentary,100,"Red clay, massive clay that is generally kaolinitic",1.08,4,2.2,0.02,45.9,2.1,3.9,10.57,14.7,445.2,108.69,10.58,653.7,13.1,0.064,1.16,37.59861,-80.216547,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"POTTS CREEK NEAR COVINGTON, VA",396.783,37.729014,-80.04228,VA,"c(-80.0422802402409, 37.7290140801358)",0.29,55.28,0,31.77,9.07,0,3.6,0,0,0,0.1,5.44,1.41,0.54,5.59,39.51,70.32,41.05,62.51,22.17,42.58,35.26,0.22,116.44,NA,732.5,1226,389,720,172.9,416,0.41,0.395,19.6,356.7,0.998,-0.058,3.39,89.54,5.21,0.1,0,3.09,0.3,0,0,0.03,86.14,2.54,0.86,0.39,1.35,4.97,0.24,0,0,6.4,83.43,8.47,0.32,0,5.73,0.67,0,0,0.03,78.42,3.93,1.08,0.28,1.05,8.12,0.35,0.01,0.01,0.30387431970120493,1.07357777216317,2.3064949859243,0.166511670106834,2014000,0.951666667,1.011731518,0.436054401,1.519879521,0.437150595,43.63769856,37.45209188,18.86504691,0,0,0,Siliciclastic sedimentary rocks,0.806181307,Mixed sedimentary rocks,0.185444754,0.00837394,0.1647,-15.4203,Residuum,69,0.674247872812205,0.3225929591977739,0.815640645940571,0.341059346595645,1.73583883431472,1.70538034515475,32,174.081491284111,87,312.02706898963,152,27,374,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"POTTS CREEK NEAR COVINGTON, VA",396.783,02080201,37.729014,-80.04228,VA,1273.48,"c(1386585.7885, 1749142.8745)"
02015700,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.31,2,1.28,0.02,40.5,2.2,0.7,10.74,16.8,444,105.55,9.64,622.5,19,0.053,1.8,38.321031,-79.531132,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"BULLPASTURE RIVER AT WILLIAMSVILLE, VA",285.4062,38.195403,-79.570323,VA,"c(-79.5703233797202, 38.1954030795885)",0,54,0,33,11.92,0,1.08,0,0,0,0.1,6.37,1.4,0.51,5.74,34.62,68.26,37.66,60.12,19.15,43.06,37.79,0.21,115.68,NA,797.4,1328,495,774,148.6,515,0.363,0.335,17.1,111.4,-0.365,0.931,3.67,81.34,14.85,0.06,0,3.62,0.03,0.02,0,0.04,70.46,9.99,0.89,0.03,0,14.56,0.29,0,0,10.48,54.95,33.83,0.65,0,10.34,0.11,0.04,0,0.02,41.51,11.93,1.51,0,0,33.51,0.32,0.03,0.04,0.3572330514340382,1.34004302025056,2.62356599120832,0.300081077425788,2015700,1.022727273,0.843481959,0.429781217,1.962062148,0.350838621,48.8557284,35.40212098,15.79364417,0,0,0,Siliciclastic sedimentary rocks,0.552382368,Mixed sedimentary rocks,0.446256331,0.001293206,0.1998,-14.4666,Residuum,68,0.624398032991291,0.23568341987024996,0.794159061691014,0.424175010789272,1.43730923433701,1.62371760230727,33,156.296112074473,85.7,269.481254080978,121,35,306,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"BULLPASTURE RIVER AT WILLIAMSVILLE, VA",285.4062,02080201,38.195403,-79.570323,VA,1610.14,"c(1418198.9698, 1807624.2226)"
02016000,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.58,4,1.74,0.03,41.4,2.3,0.5,10.75,21.2,444,106.39,10.73,667.7,16,0.054,1.26,38.121546,-79.601103,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"COWPASTURE RIVER NEAR CLIFTON FORGE, VA",1194.551,37.791796,-79.759492,VA,"c(-79.7594916604118, 37.7917958699834)",1,40.85,0,41.29,7.36,0,9.51,0,0,0,0.1,5.32,1.39,0.66,5.7,34.77,65.98,37.47,58.12,19.77,44.54,35.69,0.22,122.97,NA,661.1,1328,304,641,180.3,310,0.349,0.329,18,141.3,-0.781,0.625,3.59,87.93,8.04,0.37,0,3.32,0.25,0.02,0,0.02,71.42,12.48,4.03,0.04,0,7.77,0.27,0,0,7.37,76.91,13.19,2.35,0,6.61,0.72,0.03,0,0.04,59.48,12.79,4.64,0.11,0,12.84,0.35,0.01,0.02,0.3772974603240657,1.14746554228883,2.39670805181194,0.179978435412134,2016000,1.013858093,0.884824262,0.437259278,1.640193786,0.379562056,43.34104447,39.87834933,16.74713105,0,0,0,Siliciclastic sedimentary rocks,0.747767083,Mixed sedimentary rocks,0.251907257,3.09371e-4,0.1715,-15.2353,Residuum,68,0.646687381204401,0.2874607075158594,0.818432908034564,0.367497959675417,1.50172248861865,1.79524111453413,34,560.157789540933,265,1056.11282830683,454,87.86,1170,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"COWPASTURE RIVER NEAR CLIFTON FORGE, VA",1194.551,02080201,37.791796,-79.759492,VA,1007.02,"c(1409723.4469, 1760239.0566)"
02017500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,1.15,4,1.51,0.12,48.1,2.2,4,10.72,27.5,444.7,109.84,10.45,644.8,12.7,0.069,1.46,37.46125,-80.31612,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"JOHNS CREEK AT NEW CASTLE, VA",276.1497,37.50624,-80.106715,VA,"c(-80.1067150397672, 37.5062397299796)",0.32,53.94,0,33.1,9.08,0,3.56,0,0,0,0.11,5.44,1.41,0.58,5.5,39.77,70.42,40.91,62.62,20.87,43.64,35.48,0.22,114.63,NA,700.5,1325,382,652,177.3,382,0.338,0.286,17.3,105.7,-0.271,0.963,2.44,91.84,4.87,0.28,0,2.14,0.26,0.03,0,0,87.7,3.13,1.01,0.06,0.52,4.17,0.7,0,0,3.79,86.31,8.47,0.9,0,3.25,0.49,0.06,0,0,80.83,4.17,1.3,0.02,0.51,7.51,0.96,0,0,0.2947079225619268,1.15479929008969,2.84442460013536,0.115194765737569,2017500,1.04576659,0.999781041,0.435442566,1.609851151,0.426827958,44.35470836,37.84391172,17.76688716,0,0,0,Siliciclastic sedimentary rocks,0.691671969,Mixed sedimentary rocks,0.294438551,0.013889479,0.1698,-15.1362,Residuum,80,0.643639740641152,0.40820065875141537,0.859102086896714,0.386444504683533,1.92896199022554,1.64859488017618,35,130.321813452587,58,220.219958885883,130,13,321,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"JOHNS CREEK AT NEW CASTLE, VA",276.1497,02080201,37.50624,-80.106715,VA,1254.1,"c(1385195.4212, 1723585.8241)"
02018000,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,1.08,4,1.77,0.05,48,2.3,3.5,10.64,22.6,444.6,108.92,11.02,668.2,11.3,0.068,0.9,37.483723,-80.184927,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"CRAIG CREEK AT PARR, VA",852.3431,37.665962,-79.911439,VA,"c(-79.9114388101529, 37.6659617400423)",0.39,53.25,0,33.42,9.15,0,3.79,0,0,0,0.11,5.5,1.41,0.58,5.55,38.9,70.08,40.85,62.42,20.85,43.67,35.48,0.22,115.83,NA,635,1325,302,607,183.3,310,0.326,0.298,18.1,113.4,-0.397,0.918,3.13,89.72,6.22,0.34,0,2.72,0.38,0.03,0,0,83.74,4.51,1.47,0.08,0.51,5.4,0.82,0,0,5.24,84.76,8.5,1.17,0,4.6,0.6,0.03,0,0,77.77,5.4,1.59,0.04,0.28,7.57,0.92,0,0,0.3223664939238886,1.10740840845136,2.49769136395895,0.14067457107355,2018000,1.006982157,0.97291407,0.434841756,1.642987381,0.413146457,44.85956656,37.65232557,17.45313498,0,0,0,Siliciclastic sedimentary rocks,0.757566645,Mixed sedimentary rocks,0.224710923,0.017722432,0.1626,-15.3324,Residuum,80,0.695032983336887,0.3548585350692382,0.857652049335285,0.364492460019353,1.7493286232998,1.33111231201137,36,385.73433421557,176,728.721775725751,343,49,870,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"CRAIG CREEK AT PARR, VA",852.3431,02080201,37.665962,-79.911439,VA,992.17,"c(1399037.0233, 1744094.0469)"
02027500,gneiss,100,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,1,4,1.71,0.13,49.5,1.3,0.1,10.25,29.1,504.7,139.9,11.04,671.2,12.3,0.068,2.26,37.767555,-79.11196,APPALACHIAN HIGHLANDS,BLUE RIDGE,NORTHERN,"PINEY RIVER AT PINEY RIVER, VA",123.3423,37.702363,-79.027525,VA,"c(-79.0275254098697, 37.7023625094223)",0,47.21,0,44.16,5.62,0,0,3.01,0,0,0.14,2.89,1.36,0.52,5.8,43.77,79.65,53.85,72.35,25.48,49.58,24.95,0.27,166.44,NA,640.1,1233,195,637,287.2,195,0.429,0.426,25.6,123.8,-0.556,0.831,3.7,86.54,9.62,0.14,0,3.37,0.32,0.01,0,0,79.13,2.46,4.95,0,0,9.19,0.44,0,0,7.55,75.72,16.55,0.18,0,6.63,0.92,0.01,0,0,70.92,2.04,2.76,0,0,15.95,0.6,0,0,0.23174583159288503,1.84307795042358,3.9281414405277,0.198390981844833,2027500,0.959183673,1.071354139,0.465628803,0.830738664,0.461277575,21.2166661,50.33344175,20.38176191,0,0,3.28911007,Acid plutonic rocks,0.621209557,Metamorphics,0.324502575,0,0.01,-14.1,Residuum,86,0.819268661673003,0.4403390861660335,0.720432416504928,0.503420057110929,1.72642923773163,0.757294270560196,37,92.9012968878343,57.6,168.401518557388,86,10,198,10957,APPALACHIAN HIGHLANDS,BLUE RIDGE,NORTHERN,"PINEY RIVER AT PINEY RIVER, VA",123.3423,02080203,37.702363,-79.027525,VA,630.8,"c(1474378.7253, 1761475.2275)"
02028500,gneiss,61.4,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,1.06,4,1.27,0.16,51.9,2.1,1.2,10.75,25.7,503,122.84,11.84,713.2,11.1,0.058,1.97,37.931545,-78.864278,APPALACHIAN HIGHLANDS,BLUE RIDGE,NORTHERN,"ROCKFISH RIVER NEAR GREENFIELD, VA",245.4534,37.869585,-78.823354,VA,"c(-78.8233543105529, 37.8695849894557)",0,70.23,0,26.96,2.81,0,0,0,0,0,0.14,3.17,1.36,0.58,5.97,50.55,83.58,52.98,78.23,25.66,42.93,31.4,0.22,151.75,NA,401.8,1203,13,313,217.6,169,0.327,0.252,18.5,108.4,-0.316,0.949,8.23,78.08,13.38,0.3,0,6.89,1.21,0.12,0.01,0,71.61,3.1,3.37,0.01,0,13.12,0.26,0,0,9.94,68.98,20.18,0.89,0,8.45,1.4,0.06,0.03,0,61.62,3.81,3.55,0.02,0,20.05,0.13,0,0,0.29404491015040624,1.41899630134956,3.11042340419811,0.139570280957607,2028500,1.005390836,1.25516611,0.448584051,1.106858962,0.555982195,33.83594449,43.62925542,22.61867109,0,0,0,Metamorphics,0.604543415,Basic volcanic rocks,0.210707796,0,0.0271,-13.7687,Residuum,170,0.717879703782159,0.5054842239656526,0.780713214566435,0.42921672989402,1.73475510213656,1.72875302611348,38,142.336520945514,81.7,232.687019587666,124.8,14,312,10957,APPALACHIAN HIGHLANDS,BLUE RIDGE,NORTHERN,"ROCKFISH RIVER NEAR GREENFIELD, VA",245.4534,02080203,37.869585,-78.823354,VA,527.6,"c(1488553.3541, 1783098.35)"
02053800,sedimentary,62.4,"Red clay, massive clay that is generally kaolinitic",0.92,5,2.75,0.09,50.4,3,5.3,11.27,52.2,363.9,108.52,10.82,655.2,12.4,0.069,1.22,37.106289,-80.25422,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"S F ROANOKE RIVER NEAR SHAWSVILLE, VA",280.7226,37.140132,-80.266433,VA,"c(-80.2664328095265, 37.1401323098582)",1.67,46.19,0,47.92,0.08,0,4.15,0,0,0,0.13,2.49,1.38,0.65,5.95,48.94,80.39,52.18,75.61,29.07,39.98,30.95,0.27,138.92,NA,708.7,1194,417,695,137.6,417,0.375,0.358,18.2,231.9,-0.618,-0.786,6.56,80.5,12.21,0.03,0,4.91,1.45,0.2,0.01,0.02,71.41,7.55,1.54,0.08,0.46,11.12,1.08,0.04,0.09,9.73,78.91,10.58,0.11,0,8.04,1.62,0.07,0,0,67.12,9.99,1.8,0.08,0.17,9.86,0.72,0.14,0.27,0.3103667930206212,0.981521877770192,1.90026025692267,0.217919754234251,2053800,0.990929705,1.35337158,0.447124785,0.88717916,0.610525702,32.45765264,35.64692063,31.85229307,0,0,1.309430102,Metamorphics,0.480013578,Siliciclastic sedimentary rocks,0.326611716,0.072988938,0.0496,-14.716,Residuum,102,0.86883514831922,0.2860846191588255,0.826339256900167,0.299970752210596,1.5546269846752,1.86515717676482,39,112.601296887834,66,188.976476224371,87,25,218,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"S F ROANOKE RIVER NEAR SHAWSVILLE, VA",280.7226,03010101,37.140132,-80.266433,VA,1364.19,"c(1378164.5513, 1680803.1555)"
02055100,sedimentary,100,"Red clay, massive clay that is generally kaolinitic",1.2,4,1.32,0.65,49.6,3.2,10.2,11.44,448.4,364.6,106.1,12.42,730.7,9,0.068,2.16,37.439241,-79.930979,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"TINKER CREEK NEAR DALEVILLE, VA",30.5352,37.417633,-79.935319,VA,"c(-79.9353192791614, 37.4176331800273)",0,40.4,0,56.23,3.38,0,0,0,0,0,0.12,1.34,1.38,0.37,5.96,42.24,87.25,70.65,82.61,53.21,31.67,15.12,0.34,133.23,NA,437.7,764,373,429,45.4,376,0.165,0.143,8.2,148.2,-0.85,0.528,15.85,35.41,47.84,0.42,0,9.44,5.74,0.55,0.12,0,29.12,3.5,2.79,0,0.48,47.52,0.32,0,0,18.15,24.47,55.56,1.22,0,11.73,6.3,0.13,0,0,20.04,2.46,1.97,0,0.61,55.05,0.5,0,0,0.32591269780802057,0.98611044949402,1.92328853257879,0.176301448819723,2055100,0.943396226,1.077212723,0.456791366,0.575018856,0.501720555,22.19489834,32.56060994,45.11318419,0,0,0,Carbonate sedimentary rocks,0.711894666,Siliciclastic sedimentary rocks,0.233162934,0.711894666,0.0855,-12.9343,Residuum,400,0.832253100121348,0.3491657818770198,0.871782559697856,0.3210982630564,1.83055756168392,1.57763700852463,40,12.3053043716346,6.7,32.4103275432865,10.29,2.2,24,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"TINKER CREEK NEAR DALEVILLE, VA",30.5352,03010101,37.417633,-79.935319,VA,1216.8,"c(1401662.4185, 1716308.9395)"
02111180,sedimentary,96.6,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,0.94,4,1.46,0.01,60,3.3,6.3,10.86,15.8,488.5,127.02,12.25,705.6,9.1,0.077,1.48,36.1512,-81.512435,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"ELK CREEK AT ELKVILLE, NC",131.4666,36.071389,-81.403056,NC,"c(-81.4030555599661, 36.0713888900852)",0.08,91.59,0,1.23,7.07,0,0.03,0,0,0,0.12,3.1,1.45,0.67,5.92,42.33,90.65,50.19,87.21,18.3,39.23,42.47,0.22,210.85,NA,631.9,1254,328,603,181.8,333,0.328,0.297,22.4,112.2,-0.378,0.926,2.95,91.18,4.19,0.01,0,2.93,0.02,0,0,0.03,85.51,3.36,2.31,1.08,0.46,4.17,0.02,0.09,0,4.4,86.67,7.06,0,0,4.37,0.02,0.02,0,0.04,78.84,4.73,3.09,0.95,0.56,7.01,0.05,0.32,0,0.3000004225810477,1.65473707482024,2.99670790908109,0.428101129868727,2111180,1.035714286,0.906177693,0.44077179,1.447118024,0.377540899,39.97081698,39.93858496,20.18824251,0,0,0,Metamorphics,1,NA,0,0,0.01,-14.1,Colluvium,81,0.093843054474239,0.2633282744267672,0.732206984794584,0.464919806052248,1.33840284159942,1.70897168506238,41,88.9017805968787,60.2,134.729297792358,64.6,23,161,10957,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"ELK CREEK AT ELKVILLE, NC",131.4666,03040101,36.071389,-81.403056,NC,1081.78,"c(1297735.9528, 1546593.5694)"
